Genome,Pan,Core,Accessory
818,58626.2,1296.7,57329.5
819,58648.0,1296.3,57351.7
820,58682.0,1295.9,57386.1
821,58712.0,1293.7,57418.3
822,58727.7,1293.6,57434.1
823,58763.9,1293.3,57470.6
824,58777.5,1292.7,57484.8
825,58794.6,1291.8,57502.8
826,58813.9,1291.6,57522.3
827,58840.0,1291.5,57548.5
828,58854.1,1290.7,57563.4
829,58864.7,1289.8,57574.9
830,58879.8,1288.9,57590.9
831,58958.0,1286.9,57671.1
832,58963.9,1286.8,57677.1
833,58976.7,1284.5,57692.2
834,59014.6,1283.8,57730.8
835,59050.5,1283.2,57767.3
836,59091.6,1283.1,57808.5
837,59140.3,1282.9,57857.4
838,59179.7,1282.7,57897.0
839,59203.4,1282.1,57921.3
840,59237.5,1277.6,57959.9
841,59255.6,1277.2,57978.4
842,59282.1,1275.7,58006.4
843,59306.4,1275.5,58030.9
844,59358.2,1274.6,58083.6
845,59380.2,1272.4,58107.8
846,59399.1,1272.1,58127.0
847,59440.1,1271.8,58168.3
848,59455.3,1271.6,58183.7
849,59466.1,1271.5,58194.6
850,59505.3,1271.1,58234.2
851,59531.2,1269.1,58262.1
852,59560.9,1267.5,58293.4
853,59592.0,1266.8,58325.2
854,59619.4,1266.4,58353.0
855,59639.7,1266.0,58373.7
856,59664.3,1264.6,58399.7
857,59691.7,1264.2,58427.5
858,59700.4,1263.8,58436.6
859,59717.1,1263.6,58453.5
860,59739.5,1262.1,58477.4
861,59750.6,1262.0,58488.6
862,59781.9,1261.5,58520.4
863,59795.2,1260.2,58535.0
864,59821.6,1259.8,58561.8
865,59862.1,1259.2,58602.9
866,59898.4,1258.3,58640.1
867,59917.3,1257.6,58659.7
868,59932.7,1254.4,58678.3
869,59971.9,1250.5,58721.4
870,60012.3,1249.9,58762.4
871,60030.0,1249.4,58780.6
872,60073.6,1248.8,58824.8
873,60094.9,1248.7,58846.2
874,60118.4,1248.5,58869.9
875,60141.4,1248.1,58893.3
876,60162.0,1247.4,58914.6
877,60182.7,1247.3,58935.4
878,60214.0,1247.3,58966.7
879,60227.3,1246.9,58980.4
880,60250.3,1246.1,59004.2
881,60262.7,1245.8,59016.9
882,60299.8,1245.5,59054.3
883,60316.4,1245.3,59071.1
884,60332.1,1245.3,59086.8
885,60355.0,1244.9,59110.1
886,60365.3,1244.7,59120.6
887,60410.8,1243.5,59167.3
888,60451.6,1242.9,59208.7
889,60481.5,1242.5,59239.0
890,60525.6,1242.0,59283.6
891,60551.7,1241.5,59310.2
892,60568.8,1240.8,59328.0
893,60583.5,1240.1,59343.4
894,60591.0,1239.9,59351.1
895,60614.3,1239.5,59374.8
896,60667.7,1238.5,59429.2
897,60695.2,1238.1,59457.1
898,60720.6,1237.9,59482.7
899,60769.6,1237.1,59532.5
900,60795.2,1237.0,59558.2
901,60809.6,1236.6,59573.0
902,60860.6,1235.9,59624.7
903,60902.7,1235.4,59667.3
904,60914.3,1235.2,59679.1
905,60935.5,1234.4,59701.1
906,60965.7,1234.3,59731.4
907,60969.8,1233.5,59736.3
908,60989.9,1233.1,59756.8
909,61007.9,1232.6,59775.3
910,61056.0,1232.4,59823.6
911,61078.7,1231.5,59847.2
912,61099.6,1230.2,59869.4
913,61114.9,1230.2,59884.7
914,61131.2,1230.2,59901.0
915,61166.6,1229.8,59936.8
916,61225.7,1229.4,59996.3
917,61244.1,1228.6,60015.5
918,61274.6,1227.1,60047.5
919,61308.8,1225.5,60083.3
920,61339.8,1224.4,60115.4
921,61353.4,1224.4,60129.0
922,61365.1,1223.9,60141.2
923,61392.6,1223.3,60169.3
924,61413.2,1222.5,60190.7
925,61424.0,1220.7,60203.3
926,61440.3,1220.1,60220.2
927,61455.5,1220.1,60235.4
928,61474.1,1219.5,60254.6
929,61482.6,1218.8,60263.8
930,61502.6,1218.6,60284.0
931,61532.7,1217.6,60315.1
932,61549.2,1217.3,60331.9
933,61576.1,1215.3,60360.8
934,61600.5,1215.0,60385.5
935,61621.5,1214.3,60407.2
936,61657.5,1212.3,60445.2
937,61692.4,1211.6,60480.8
938,61710.0,1211.0,60499.0
939,61728.3,1210.8,60517.5
940,61763.9,1209.3,60554.6
941,61775.4,1209.1,60566.3
942,61803.8,1208.5,60595.3
943,61813.6,1207.9,60605.7
944,61841.8,1206.6,60635.2
945,61863.1,1206.0,60657.1
946,61900.5,1204.4,60696.1
947,61914.8,1204.2,60710.6
948,61951.2,1203.5,60747.7
949,61978.1,1201.6,60776.5
950,62019.7,1201.3,60818.4
951,62035.8,1201.1,60834.7
952,62095.9,1200.1,60895.8
953,62115.5,1199.2,60916.3
954,62155.8,1198.8,60957.0
955,62178.3,1198.5,60979.8
956,62215.7,1197.5,61018.2
957,62235.4,1197.2,61038.2
958,62258.2,1197.0,61061.2
959,62329.4,1195.6,61133.8
960,62344.7,1195.1,61149.6
961,62360.8,1194.8,61166.0
962,62374.1,1194.7,61179.4
963,62398.4,1194.3,61204.1
964,62410.7,1193.5,61217.2
965,62424.7,1192.6,61232.1
966,62434.2,1192.2,61242.0
967,62464.1,1191.9,61272.2
968,62490.0,1191.7,61298.3
969,62526.4,1191.3,61335.1
970,62559.9,1190.9,61369.0
971,62579.3,1190.1,61389.2
972,62595.1,1189.8,61405.3
973,62609.6,1189.3,61420.3
974,62634.4,1189.2,61445.2
975,62652.8,1189.0,61463.8
976,62674.5,1188.6,61485.9
977,62685.9,1188.5,61497.4
978,62723.6,1188.5,61535.1
979,62739.2,1187.2,61552.0
980,62748.3,1186.9,61561.4
981,62767.9,1186.3,61581.6
982,62780.5,1186.1,61594.4
983,62802.2,1185.9,61616.3
984,62809.4,1185.6,61623.8
985,62814.6,1185.6,61629.0
986,62826.4,1185.3,61641.1
987,62854.3,1184.6,61669.7
988,62882.0,1183.8,61698.2
989,62908.5,1183.8,61724.7
990,62939.6,1181.5,61758.1
991,62974.7,1181.4,61793.3
992,62995.8,1181.3,61814.5
993,63018.9,1181.0,61837.9
994,63070.8,1180.5,61890.3
995,63111.9,1180.3,61931.6
996,63122.3,1180.1,61942.2
997,63142.1,1180.0,61962.1
998,63157.5,1179.1,61978.4
999,63184.1,1178.8,62005.3
1000,63199.6,1178.7,62020.9
1001,63213.8,1178.3,62035.5
1002,63265.9,1178.2,62087.7
1003,63278.2,1177.8,62100.4
1004,63306.7,1177.5,62129.2
1005,63335.5,1176.5,62159.0
1006,63354.6,1176.2,62178.4
1007,63371.3,1175.6,62195.7
1008,63388.7,1174.0,62214.7
1009,63417.4,1172.9,62244.5
1010,63450.8,1171.7,62279.1
1011,63461.1,1171.4,62289.7
1012,63510.1,1170.8,62339.3
1013,63527.3,1170.1,62357.2
1014,63551.0,1169.6,62381.4
1015,63579.2,1168.9,62410.3
1016,63602.6,1168.7,62433.9
1017,63613.8,1168.0,62445.8
1018,63632.6,1166.8,62465.8
1019,63650.5,1165.5,62485.0
1020,63679.6,1161.7,62517.9
1021,63685.9,1161.5,62524.4
1022,63699.4,1161.2,62538.2
1023,63725.3,1160.9,62564.4
1024,63755.2,1160.2,62595.0
1025,63770.5,1160.1,62610.4
1026,63781.9,1159.6,62622.3
1027,63803.8,1159.4,62644.4
1028,63809.7,1159.2,62650.5
1029,63831.7,1159.0,62672.7
1030,63852.2,1158.6,62693.6
1031,63884.2,1158.0,62726.2
1032,63898.4,1157.7,62740.7
1033,63903.8,1157.5,62746.3
1034,63926.7,1156.5,62770.2
1035,63948.7,1155.8,62792.9
1036,63975.4,1155.6,62819.8
1037,63993.4,1155.5,62837.9
1038,64025.7,1154.9,62870.8
1039,64037.3,1154.2,62883.1
1040,64049.8,1153.6,62896.2
1041,64078.0,1153.2,62924.8
1042,64098.7,1153.1,62945.6
1043,64110.8,1152.8,62958.0
1044,64131.8,1152.8,62979.0
1045,64149.2,1152.8,62996.4
1046,64198.9,1149.1,63049.8
1047,64220.3,1148.5,63071.8
1048,64245.4,1148.3,63097.1
1049,64258.7,1148.2,63110.5
1050,64269.7,1147.9,63121.8
1051,64326.7,1146.2,63180.5
1052,64337.6,1145.5,63192.1
1053,64354.5,1145.4,63209.1
1054,64383.6,1145.1,63238.5
1055,64406.3,1144.5,63261.8
1056,64422.1,1144.2,63277.9
1057,64466.3,1143.8,63322.5
1058,64477.0,1143.8,63333.2
1059,64493.6,1143.4,63350.2
1060,64523.7,1143.3,63380.4
1061,64552.3,1142.2,63410.1
1062,64564.6,1141.8,63422.8
1063,64601.3,1141.6,63459.7
1064,64626.5,1141.1,63485.4
1065,64654.3,1140.1,63514.2
1066,64671.1,1139.7,63531.4
1067,64688.9,1138.7,63550.2
1068,64701.0,1137.3,63563.7
1069,64709.6,1136.8,63572.8
1070,64725.3,1136.0,63589.3
1071,64740.0,1135.9,63604.1
1072,64764.1,1135.8,63628.3
1073,64773.3,1135.6,63637.7
1074,64789.7,1134.9,63654.8
1075,64804.7,1134.8,63669.9
1076,64828.5,1134.6,63693.9
1077,64856.4,1134.4,63722.0
1078,64871.0,1133.7,63737.3
1079,64893.0,1132.8,63760.2
1080,64911.7,1132.2,63779.5
1081,64922.4,1132.2,63790.2
1082,64950.3,1132.1,63818.2
1083,64968.3,1131.7,63836.6
1084,64980.7,1131.2,63849.5
1085,65042.0,1129.8,63912.2
1086,65071.0,1129.6,63941.4
1087,65084.5,1129.4,63955.1
1088,65126.2,1129.3,63996.9
1089,65143.2,1129.2,64014.0
1090,65166.5,1128.6,64037.9
1091,65189.0,1128.2,64060.8
1092,65215.5,1127.6,64087.9
1093,65245.1,1126.5,64118.6
1094,65255.1,1125.5,64129.6
1095,65284.6,1125.1,64159.5
1096,65304.2,1124.5,64179.7
1097,65344.0,1124.5,64219.5
1098,65375.0,1123.9,64251.1
1099,65395.5,1122.9,64272.6
1100,65424.5,1121.8,64302.7
1101,65459.5,1120.8,64338.7
1102,65479.6,1120.6,64359.0
1103,65511.7,1120.2,64391.5
1104,65558.8,1118.9,64439.9
1105,65607.4,1118.8,64488.6
1106,65626.9,1118.6,64508.3
1107,65643.7,1118.4,64525.3
1108,65678.2,1118.4,64559.8
1109,65703.8,1118.2,64585.6
1110,65720.2,1118.0,64602.2
1111,65757.1,1117.7,64639.4
1112,65779.4,1117.0,64662.4
1113,65792.8,1116.5,64676.3
1114,65816.4,1116.0,64700.4
1115,65839.9,1114.5,64725.4
1116,65863.1,1113.8,64749.3
1117,65877.5,1113.3,64764.2
1118,65886.1,1111.8,64774.3
1119,65900.7,1111.5,64789.2
1120,65911.6,1110.8,64800.8
1121,65921.8,1110.4,64811.4
1122,65943.4,1110.0,64833.4
1123,65978.2,1109.2,64869.0
1124,66000.4,1108.7,64891.7
1125,66023.8,1107.9,64915.9
1126,66042.3,1107.2,64935.1
1127,66057.0,1106.9,64950.1
1128,66076.2,1106.4,64969.8
1129,66099.6,1105.4,64994.2
1130,66114.4,1104.9,65009.5
1131,66140.9,1104.4,65036.5
1132,66163.6,1104.0,65059.6
1133,66175.1,1103.4,65071.7
1134,66198.1,1103.1,65095.0
1135,66205.6,1103.0,65102.6
1136,66222.5,1101.9,65120.6
1137,66235.7,1101.9,65133.8
1138,66243.7,1101.4,65142.3
1139,66286.1,1100.0,65186.1
1140,66305.2,1099.4,65205.8
1141,66339.2,1098.9,65240.3
1142,66347.2,1098.8,65248.4
1143,66354.5,1098.2,65256.3
1144,66398.3,1097.1,65301.2
1145,66433.0,1095.9,65337.1
1146,66464.8,1095.3,65369.5
1147,66477.3,1094.9,65382.4
1148,66494.2,1094.0,65400.2
1149,66513.8,1093.9,65419.9
1150,66556.7,1093.1,65463.6
1151,66591.6,1092.7,65498.9
1152,66605.2,1092.6,65512.6
1153,66617.4,1091.8,65525.6
1154,66627.6,1091.3,65536.3
1155,66657.9,1090.9,65567.0
1156,66688.9,1090.5,65598.4
1157,66707.3,1090.1,65617.2
1158,66720.4,1090.0,65630.4
1159,66768.7,1088.6,65680.1
1160,66781.9,1088.4,65693.5
1161,66801.8,1088.0,65713.8
1162,66822.8,1087.8,65735.0
1163,66916.0,1085.7,65830.3
1164,66935.1,1085.4,65849.7
1165,66950.1,1085.2,65864.9
1166,66972.2,1084.3,65887.9
1167,66982.4,1084.1,65898.3
1168,67001.7,1082.8,65918.9
1169,67012.9,1082.8,65930.1
1170,67048.4,1082.1,65966.3
1171,67082.6,1081.6,66001.0
1172,67092.5,1081.3,66011.2
1173,67113.8,1081.1,66032.7
1174,67133.4,1081.0,66052.4
1175,67166.3,1080.7,66085.6
1176,67192.3,1080.2,66112.1
1177,67210.5,1079.0,66131.5
1178,67222.2,1078.6,66143.6
1179,67239.1,1077.7,66161.4
1180,67259.3,1077.4,66181.9
1181,67304.0,1077.0,66227.0
1182,67326.8,1076.8,66250.0
1183,67337.5,1074.8,66262.7
1184,67365.5,1074.7,66290.8
1185,67434.5,1073.1,66361.4
1186,67449.4,1073.0,66376.4
1187,67471.3,1072.6,66398.7
1188,67491.8,1071.9,66419.9
1189,67526.3,1070.9,66455.4
1190,67547.6,1070.4,66477.2
1191,67558.4,1070.4,66488.0
1192,67583.6,1070.3,66513.3
1193,67605.0,1070.2,66534.8
1194,67659.0,1069.4,66589.6
1195,67683.8,1068.6,66615.2
1196,67694.4,1068.6,66625.8
1197,67724.4,1068.2,66656.2
1198,67755.5,1067.3,66688.2
1199,67765.7,1067.2,66698.5
1200,67778.5,1066.8,66711.7
1201,67791.9,1066.2,66725.7
1202,67811.9,1065.6,66746.3
1203,67829.4,1064.9,66764.5
1204,67842.6,1064.5,66778.1
1205,67857.8,1063.9,66793.9
1206,67868.9,1062.6,66806.3
1207,67884.6,1062.4,66822.2
1208,67912.3,1062.1,66850.2
1209,67986.3,1060.7,66925.6
1210,68007.0,1060.6,66946.4
1211,68019.1,1060.3,66958.8
1212,68028.9,1060.0,66968.9
1213,68093.0,1060.0,67033.0
